Old_names,Old_logfoldchanges,Old_pvals,Old_pvals_adj,Young_names,Young_logfoldchanges,Young_pvals,Young_pvals_adj
Ipo13,,0.8171378993718188,0.9990291469049655,Ikzf3,3.7561429,0.7980787018426648,0.9990291469049655
Tnf,,0.8181778275319296,0.9990291469049655,Gpr157,,0.7980445349158711,0.9990291469049655
Wdr92,,0.8182938724519605,0.9990291469049655,Foxf1,,0.7978779766884123,0.9990291469049655
Fcrls,,0.8185173775874277,0.9990291469049655,Ggct,,0.7977028869338119,0.9990291469049655
6030458C11Rik,,0.8190590088594558,0.9990291469049655,Greb1,,0.7956794196163723,0.9990291469049655
Dnajc28,-3.2219756,0.8194674387547933,0.9990291469049655,Foxs1,,0.7945615514377824,0.9990291469049655
Ncf2,,0.8195491306150438,0.9990291469049655,Fam160a1,3.6493447,0.7944805010356074,0.9990291469049655
Ccrl2,,0.8197426191470301,0.9990291469049655,Ppm1e,3.1626089,0.7938236481400384,0.9990291469049655
Pou2f2,,0.8198243176005816,0.9990291469049655,Arntl2,9.53463,0.7935677709802436,0.9990291469049655
Ccdc184,-2.861542,0.8207704418861698,0.9990291469049655,Il2rb,2.517375,0.7918283968889112,0.9990291469049655
Rom1,0.7718203,0.8214802063569572,0.9990291469049655,Csmd1,,0.7916067861926291,0.9990291469049655
Amigo1,,0.8216824084633766,0.9990291469049655,Frmd8os,,0.7914491119118223,0.9990291469049655
Ptpn22,,0.8221944199291346,0.9990291469049655,Rnf149,,0.7905415855545659,0.9990291469049655
Pick1,,0.8224483024496296,0.9990291469049655,Igfbp6,,0.7901113553181597,0.9990291469049655
C920021L13Rik,-1.8658694,0.8224655154971279,0.9990291469049655,Nploc4,,0.790068761743048,0.9990291469049655
Ap4m1,,0.8225515820161267,0.9990291469049655,Tnni1,3.7547357,0.7900006133274011,0.9990291469049655
Dmpk,,0.8233348853340041,0.9990291469049655,Pkn3,,0.7895406535538813,0.9990291469049655
Birc5,-2.8436778,0.8236577264293033,0.9990291469049655,Galnt6,5.59113,0.789263861248803,0.9990291469049655
Ipp,-2.126612,0.8242173883281764,0.9990291469049655,Mmp12,4.717481,0.7891361199216835,0.9990291469049655
St8sia5,-1.543899,0.8247814457421635,0.9990291469049655,Tor1b,,0.789093540738758,0.9990291469049655
Ephx2,-2.6649709,0.8248417320441794,0.9990291469049655,Thap1,1.2536887,0.7890083842628042,0.9990291469049655
Ung,,0.8249020193793513,0.9990291469049655,Eif4e3,,0.7888338213683984,0.9990291469049655
Scgb3a1,,0.8251431790447215,0.9990291469049655,Prg4,,0.788616696954582,0.9990291469049655
Rspo1,,0.8259959828986705,0.9990291469049655,Rpap1,,0.7881995235962742,0.9990291469049655
Teddm2,-1.4204392,0.8264396944387229,0.9990291469049655,Sim2,1.4998252,0.7879739347338889,0.9990291469049655
Grb14,3.7135918,0.8264612352456449,0.9990291469049655,Clec4d,1.2104604,0.7872759989125926,0.9990291469049655
Atp1b2,,0.826749894652592,0.9990291469049655,Mpo,2.2270603,0.7864080732876497,0.9990291469049655
Frat1,-1.1127021,0.8274479439200504,0.9990291469049655,Pdcd7,,0.7862336692429623,0.9990291469049655
Ccnh,,0.8276935863015369,0.9990291469049655,AC161607.1,,0.7860422625158924,0.9990291469049655
Hey2,-5.315684,0.8287021893094786,0.9990291469049655,Car1,4.7067494,0.7852895216223573,0.9990291469049655
Adap2,,0.8287021893094786,0.9990291469049655,Tmem268,0.36853623,0.7841799141806227,0.9990291469049655
Incenp,,0.8291031228825392,0.9990291469049655,Trmo,,0.7832619499619886,0.9990291469049655
Acp6,0.20256938,0.830241499109331,0.9990291469049655,Sync,1.1549844,0.7825694265771987,0.9990291469049655
Gins3,-3.8039348,0.830715927862202,0.9990291469049655,Asb4,,0.7818388525218924,0.9990291469049655
Gimap3,,0.8310178692092515,0.9990291469049655,Coro6,,0.7815840463490025,0.9990291469049655
Zfp773,-2.0032234,0.8311947321574645,0.9990291469049655,Abhd18,,0.7807433524469656,0.9990291469049655
Mnd1,,0.832238828797069,0.9990291469049655,Aptx,3.643569,0.7784985154042198,0.9990291469049655
Gm20075,-0.9446353,0.8323510221142136,0.9990291469049655,Myh2,,0.7779047269471765,0.9990291469049655
Rph3al,-1.6036896,0.832670360241222,0.9990291469049655,Rnf128,4.442634,0.7778792817657756,0.9990291469049655
Clec5a,,0.8330846778730765,0.9990291469049655,Slamf7,,0.7773153081167262,0.9990291469049655
Dcun1d2,,0.8331105742656566,0.9990291469049655,Trmt10b,,0.7772686689284991,0.9990291469049655
Sel1l3,-3.3403692,0.8331321547311347,0.9990291469049655,Kbtbd12,1.7832482,0.7771669134859609,0.9990291469049655
Gata6,,0.8333868137150566,0.9990291469049655,Gcnt1,1.8767143,0.7761368552022725,0.9990291469049655
Zfp667,-0.4271971,0.833766676538284,0.9990291469049655,Zfp874a,,0.7759970010603086,0.9990291469049655
Cd209b,-4.3693886,0.8338357466777169,0.9990291469049655,Senp8,,0.7756876525561273,0.9990291469049655
Ppp1r3b,-3.9476175,0.8343624486179331,0.9990291469049655,Gm15892,,0.7749928076857326,0.9990291469049655
Upp1,,0.8343969890491709,0.9990291469049655,Fzd1,,0.7747174616703828,0.9990291469049655
Mutyh,,0.8362151285125998,0.9990291469049655,Zfp560,,0.7743404953919459,0.9990291469049655
Donson,,0.8371180460752571,0.9990291469049655,Spa17,,0.7723337304336875,0.9990291469049655
Thpo,-3.818162,0.8375026072864223,0.9990291469049655,Clca3a1,2.6635416,0.772084049458501,0.9990291469049655
Nfkbid,,0.837852634946983,0.9990291469049655,Zswim9,,0.7717328432961719,0.9990291469049655
Ly6c2,,0.8386867806762809,0.9990291469049655,4930539J05Rik,,0.7716186055868379,0.9990291469049655
Acacb,,0.8389374920619228,0.9990291469049655,Mybl1,,0.7715762965805586,0.9990291469049655
Nqo1,0.47912654,0.8389807198157997,0.9990291469049655,Pf4,,0.7715297574582946,0.9990291469049655
Il1rn,-1.0174693,0.8389936882367031,0.9990291469049655,Cnksr2,,0.7715001420812743,0.9990291469049655
Tbc1d19,,0.8393308825159912,0.9990291469049655,Ppara,,0.7703242581660279,0.9990291469049655
Tnfaip6,,0.8394605804803212,0.9990291469049655,Gpr35,,0.7694109859241005,0.9990291469049655
Egf,-4.249395,0.8394735505165942,0.9990291469049655,Gpr183,1.4965577,0.7691108597295191,0.9990291469049655
Bmp6,,0.8396594591586193,0.9990291469049655,Cyp4b1,,0.7688614854044367,0.9990291469049655
Ehhadh,-7.0644875,0.8411600251772535,0.9990291469049655,Cd300a,,0.7677332602344601,0.9990291469049655
Gm45871,-1.2376845,0.8416098752186639,0.9990291469049655,Ankrd39,,0.7668251217743849,0.9990291469049655
Tarsl2,-0.19441478,0.8420078625963797,0.9990291469049655,Cd209f,,0.7664577334144004,0.9990291469049655
Il7r,-0.89899206,0.8432453415845166,0.9990291469049655,Gm15543,2.3703673,0.7657611066599439,0.9990291469049655
Ms4a4b,-1.2220427,0.8437949757862132,0.9990291469049655,0610040B10Rik,,0.7657273356265285,0.9990291469049655
Hsd17b14,-2.3832633,0.8457560998639125,0.9990291469049655,Rpusd3,,0.7653854289994728,0.9990291469049655
Kcnma1,,0.8463147410762508,0.9990291469049655,Mstn,0.3030476,0.7632674739500631,0.9990291469049655
Slc36a2,-3.2913322,0.8470770427900672,0.9990291469049655,Zbtb40,,0.7631999984408698,0.9990291469049655
Txndc11,,0.847124691406306,0.9990291469049655,Pgf,,0.7631789127131534,0.9990291469049655
Mkln1os,-2.261192,0.8480344537907487,0.9990291469049655,Cldn1,,0.7629975827090195,0.9990291469049655
Tnfrsf18,-3.154488,0.84846774522279,0.9990291469049655,2210011C24Rik,4.204323,0.7628921642653341,0.9990291469049655
Kcng4,-1.2056895,0.8488577466679262,0.9990291469049655,Agpat1,,0.7615136966240899,0.9990291469049655
Gm3604,,0.8489920890705797,0.9990291469049655,Itgal,,0.7613788412755389,0.9990291469049655
Mrpl37,,0.8493864743462383,0.9990291469049655,Rgs18,,0.7612903463916265,0.9990291469049655
Zfp784,,0.850197032636541,0.9990291469049655,Gm5617,,0.7612355654091174,0.9990291469049655
Htra4,-0.9838066,0.8507346025050393,0.9990291469049655,AC130815.2,,0.7611512893115753,0.9990291469049655
Neu1,,0.8508429919391371,0.9990291469049655,Igsf9b,,0.7609490382405879,0.9990291469049655
Sfxn4,,0.851233217222707,0.9990291469049655,Mrvi1,,0.7606077766054894,0.9990291469049655
Lrif1,,0.8514890513506965,0.9990291469049655,Ccl4,,0.7586748423059044,0.9990291469049655
Spn,-2.160609,0.8524474839988732,0.9990291469049655,Snhg11,,0.7573365682132676,0.9990291469049655
Rab27b,-2.4761672,0.8529289510230984,0.9990291469049655,Fbxo36,,0.7562345111517665,0.9990291469049655
Gm20186,2.0910788,0.853449517552903,0.9990291469049655,Mirt1,3.1778703,0.7560410713070219,0.9990291469049655
Amigo2,,0.8534842242599834,0.9990291469049655,Trim32,,0.7559233327996784,0.9990291469049655
Amt,,0.8539831644817333,0.9990291469049655,Fahd2a,,0.7554776598119799,0.9990291469049655
Gm36495,-1.6912833,0.8541046544284335,0.9990291469049655,Mcam,,0.755019458288819,0.9990291469049655
Gng2,,0.8541784178698961,0.9990291469049655,Gm49336,,0.7547294486504756,0.9990291469049655
G730003C15Rik,-2.1960816,0.8544431089425621,0.9990291469049655,Stx3,,0.7540108782077987,0.9990291469049655
Tnip3,2.1857455,0.8545863093044034,0.9990291469049655,Tfb2m,,0.7529187231513877,0.9990291469049655
Gm44421,-1.9063927,0.854686118450207,0.9990291469049655,Mitd1,,0.7528137342583733,0.9990291469049655
Nkg7,-0.8655875,0.8555020367732522,0.9990291469049655,1700066M21Rik,,0.7523056526602613,0.9990291469049655
A630072M18Rik,,0.8559013723113532,0.9990291469049655,Gm10638,,0.7522972555181915,0.9990291469049655
Siah1b,,0.8563571807822858,0.9990291469049655,Ankrd49,,0.751982383861188,0.9990291469049655
Cenpf,,0.8566914707903821,0.9990291469049655,Mbd1,,0.7513947339044159,0.9990291469049655
Nrip2,,0.857077889971661,0.9990291469049655,Pln,4.30039,0.7508575800691968,0.9990291469049655
Lysmd4,,0.8577813475842629,0.9990291469049655,Pde4c,,0.7482239228213459,0.9990291469049655
Wdr34,,0.8579159727360407,0.9990291469049655,1700048O20Rik,,0.7475492050943826,0.9990291469049655
Etv1,,0.8582286664463005,0.9990291469049655,Mvb12b,,0.7469500837718512,0.9990291469049655
Mcm5,,0.8591364726266437,0.9990291469049655,Cd68,,0.746845357971826,0.9990291469049655
Il1rl1,-2.7524033,0.8591929452048401,0.9990291469049655,Slc2a6,1.2378612,0.7464223133457075,0.9990291469049655
Naa30,,0.8592537626330825,0.9990291469049655,Ngfr,,0.7461124083507282,0.9990291469049655
Ino80b,,0.8594492528779263,0.9990291469049655,Miga2,,0.7459532839025433,0.9990291469049655
Ptch2,,0.8594709745482968,0.9990291469049655,Cntn1,,0.745928159979935,0.9990291469049655
Susd5,-1.2004399,0.859484007601569,0.9990291469049655,2900009J06Rik,,0.7441032128988527,0.9990291469049655
Klrk1,-3.0075598,0.8597446767018657,0.9990291469049655,A330069E16Rik,,0.7439986148763602,0.9990291469049655
A030001D20Rik,,0.8600835693798806,0.9990291469049655,Cd300lf,1.7700686,0.7438689198878685,0.9990291469049655
Mgl2,,0.8600966042287062,0.9990291469049655,Sbf1,,0.7431996419942395,0.9990291469049655
Pank1,0.49549007,0.8611655912345962,0.9990291469049655,Alcam,,0.7428190767125864,0.9990291469049655
Otud3,0.52872413,0.8614437434548212,0.9990291469049655,Mfap5,,0.742614182969983,0.9990291469049655
Hexim2,-1.2443826,0.8617436455677481,0.9990291469049655,Fam207a,,0.7418449489645406,0.9990291469049655
Ltb,,0.862852152085593,0.9990291469049655,Ldhd,1.2754289,0.7417237344984966,0.9990291469049655
Siglech,-0.72183955,0.863243454278168,0.9990291469049655,Scn2b,,0.7415607320437223,0.9990291469049655
Katnb1,-2.245639,0.8640479029371412,0.9990291469049655,Dhx37,,0.7409464424489205,0.9990291469049655
Lactb2,,0.8642088096090081,0.9990291469049655,Eva1c,,0.7402278914554885,0.9990291469049655
B3gnt5,-1.4654759,0.8657877321484523,0.9990291469049655,Cdkn2c,,0.7399271699156307,0.9990291469049655
Tab1,0.27389193,0.8659312972253949,0.9990291469049655,Il10ra,,0.7395680268411607,0.9990291469049655
F630028O10Rik,,0.8659530498958194,0.9990291469049655,Slc40a1,,0.7390335934845443,0.9990291469049655
Gm36266,-1.1483754,0.8665621658350973,0.9990291469049655,Tmem199,,0.7384992861542756,0.9990291469049655
Pappa2,-1.183455,0.866771023848391,0.9990291469049655,Tfeb,,0.7381946205289358,0.9990291469049655
9030612E09Rik,-2.8799448,0.8670451641053664,0.9990291469049655,Ciapin1,,0.7378023719275877,0.9990291469049655
Fam122b,,0.8671104379534477,0.9990291469049655,Klhl8,,0.737585412659588,0.9990291469049655
Elp6,-3.0711625,0.8674672843280957,0.9990291469049655,Gm16845,,0.7361048077875914,0.9990291469049655
Skap1,-3.1503637,0.8683029325894978,0.9990291469049655,Dok7,,0.7359880692900674,0.9990291469049655
Rfc4,,0.8696219890012292,0.9990291469049655,Rab11fip1,,0.7358421547401008,0.9990291469049655
Retn,-1.4471183,0.8701619057117868,0.9990291469049655,Reep1,,0.735004372967883,0.9990291469049655
Hrk,,0.8709893147870844,0.9990291469049655,Angpt4,,0.7346460152988801,0.9990291469049655
Slc25a47,-1.5922284,0.8725095019022523,0.9990291469049655,Zfp68,,0.7342793835329426,0.9990291469049655
Rbpms2,,0.8738297026458495,0.9990291469049655,Herc3,,0.7340752625459819,0.9990291469049655
Zfp933,,0.8740519492991803,0.9990291469049655,Rpp38,2.473504,0.7339794571337157,0.9990291469049655
Krba1,-2.269798,0.8741391075630927,0.9990291469049655,Cpeb3,,0.7336837361233606,0.9990291469049655
Gria4,-1.583433,0.8743831588234556,0.9990291469049655,Pla2g6,,0.7327177121561139,0.9990291469049655
5430427O19Rik,-1.6782956,0.8744833976258826,0.9990291469049655,Brf2,,0.7322473450492458,0.9990291469049655
Itgb6,-1.1757538,0.8756864199176498,0.9990291469049655,Utp23,1.1945846,0.7321765905551428,0.9990291469049655
Smox,,0.8760090183315736,0.9990291469049655,Trmt12,1.9558396,0.7315565457113177,0.9990291469049655
Amd1,,0.8763839558823276,0.9990291469049655,Uqcc1,,0.7310989069223324,0.9990291469049655
Carm1,,0.8767458405249753,0.9990291469049655,Dnajb12,,0.7310323492469739,0.9990291469049655
Trim30b,-1.7826807,0.8771993227034006,0.9990291469049655,Smoc2,,0.7309241973429041,0.9990291469049655
Tnnt1,-2.9964762,0.8779799296079664,0.9990291469049655,Adal,,0.7306330457284054,0.9990291469049655
1500015A07Rik,,0.8781064078374003,0.9990291469049655,Folr2,,0.7305706611441165,0.9990291469049655
Gfra2,,0.8785600104999665,0.9990291469049655,Zfp960,,0.7304334213328137,0.9990291469049655
Cd69,-2.6046083,0.8789613076318925,0.9990291469049655,H2-Q10,,0.7297930830559689,0.9990291469049655
Zfp759,-1.8769685,0.879811985758677,0.9990291469049655,1810021B22Rik,1.9066969,0.7284797324104909,0.9990291469049655
Tmem39b,,0.880531898730689,0.9990291469049655,BC051226,,0.7283841714909374,0.9990291469049655
A630019I02Rik,-0.3887972,0.880850437225435,0.9990291469049655,2310020H05Rik,3.6120253,0.7280767432667203,0.9990291469049655
Bmp2,,0.881007531803164,0.9990291469049655,Tmem79,,0.7274246418122012,0.9990291469049655
Lrrc28,,0.8812606384689733,0.9990291469049655,Zfp213,2.3015301,0.7257267829633121,0.9990291469049655
Cd83,,0.8819720203330348,0.9990291469049655,Phka1,,0.7248140658513209,0.9990291469049655
Dgkg,0.032311592,0.8827489755381209,0.9990291469049655,Zfp641,,0.7247311109329158,0.9990291469049655
Hira,,0.8830501851867849,0.9990291469049655,Klhl21,,0.7246606017928239,0.9990291469049655
C920006O11Rik,,0.8844473198819004,0.9990291469049655,Gm14295,,0.723462304132977,0.9990291469049655
Otub2,,0.8848097605684597,0.9990291469049655,9330159F19Rik,0.52935344,0.7231970287180549,0.9990291469049655
Slfn4,-2.0192552,0.8856657401371737,0.9990291469049655,Zfp963,,0.7230934145401671,0.9990291469049655
A530064D06Rik,-0.28514308,0.8874742160074237,0.9990291469049655,Gm6169,,0.7221362599135441,0.9990291469049655
Olfr1369-ps1,-1.6705285,0.8885840546745656,0.9990291469049655,Slc11a1,,0.7218587249137713,0.9990291469049655
Fcna,-1.1130537,0.8886190137829173,0.9990291469049655,Cnn1,3.6298141,0.7215605191555483,0.9990291469049655
1110034G24Rik,,0.8891652779457705,0.9990291469049655,Nup43,,0.7208648703570175,0.9990291469049655
Nhlrc1,-0.9400131,0.8892308331873473,0.9990291469049655,Ly6i,,0.7207241123691968,0.9990291469049655
Gm14326,0.35096958,0.8905420965018538,0.9990291469049655,Vps37a,,0.7206040615625906,0.9990291469049655
Tnk2,-0.37825277,0.8908787025208014,0.9990291469049655,Nudt7,,0.7204343463113149,0.9990291469049655
Trbc1,-1.089897,0.8910448270286006,0.9990291469049655,Slc52a3,,0.7203184511269087,0.9990291469049655
Mapre3,,0.8917968187230457,0.9990291469049655,Slfn1,,0.7192880947450415,0.9990291469049655
Tc2n,-2.811277,0.8920023217836036,0.9990291469049655,Tnfsf10,,0.718857895946258,0.9990291469049655
Hcar2,-1.272657,0.8924527049000732,0.9990291469049655,Plin5,,0.7185890669202368,0.9990291469049655
Lsm14b,,0.8926844689625139,0.9990291469049655,Ptcra,7.8764606,0.7180019000715785,0.9990291469049655
B230307C23Rik,-1.5481999,0.8927325720869366,0.9990291469049655,Sphk2,,0.7178902745014277,0.9990291469049655
Trdc,-0.7664836,0.8933142137721705,0.9990291469049655,Tdrkh,,0.7167867462148165,0.9990291469049655
Myh7,-1.27285,0.8939440258497398,0.9990291469049655,Etohd2,,0.7164768725900138,0.9990291469049655
Spdya,-2.8998144,0.8940052611527564,0.9990291469049655,Nlrp3,,0.7160968246964904,0.9990291469049655
Nebl,,0.8940271310569571,0.9990291469049655,Efcab2,,0.7152956499526555,0.9990291469049655
E130102H24Rik,,0.8942108414313468,0.9990291469049655,Gpr34,,0.7146681444091474,0.9990291469049655
Pdss1,-3.8746371,0.8945607816452071,0.9990291469049655,Tmem242,,0.7146227403016627,0.9990291469049655
Cdnf,-0.57808137,0.8959126178339709,0.9990291469049655,Mrpl19,,0.7145112981386179,0.9990291469049655
Ppp1r3f,-2.0648007,0.8961882721457,0.9990291469049655,Ppp2r5b,,0.7144370067450805,0.9990291469049655
Mefv,-0.62221473,0.8970897053052704,0.9990291469049655,Arl5c,,0.7144081163784011,0.9990291469049655
Zdhhc24,-3.569831,0.8974004242753666,0.9990291469049655,Tenm2,,0.7128156536485053,0.9990291469049655
Nme5,-0.706106,0.8975229656625685,0.9990291469049655,Abcf3,,0.7124362873089658,0.9990291469049655
Fbln7,,0.8981050705798975,0.9990291469049655,Mterf2,,0.712349702788403,0.9990291469049655
Cadm1,,0.8985646658432065,0.9990291469049655,AC122413.1,,0.7110555008159434,0.9990291469049655
Med25,,0.8987835326986939,0.9990291469049655,Ccl3,,0.7097991906677066,0.9990291469049655
Sowaha,-0.9872833,0.8995802729460701,0.9990291469049655,Map3k7cl,,0.7082515133629967,0.9990291469049655
Ackr3,,0.8999611680988407,0.9990291469049655,Shmt1,,0.7079264893397545,0.9990291469049655
Xrcc1,,0.9003289507997975,0.9990291469049655,Tnfsf14,,0.7076920113728938,0.9990291469049655
Gm5150,-0.3186104,0.9003333292943445,0.9990291469049655,Gm20522,5.7064805,0.7066803720087447,0.9990291469049655
Gk,,0.9006836186734901,0.9990291469049655,Rhobtb2,,0.7063597163587618,0.9990291469049655
Gabra3,,0.9010820963540126,0.9990291469049655,Six4,,0.7062692844414203,0.9990291469049655
Fam107b,,0.9019273017258997,0.9990291469049655,Rnf150,,0.7048229385162437,0.9990291469049655
Parm1,,0.9030967585818087,0.9990291469049655,Unc93b1,,0.7039852030603149,0.9990291469049655
Gm26917,,0.9031493233970267,0.9990291469049655,Gm12840,,0.7039359356767155,0.9990291469049655
5033430I15Rik,-0.8508571,0.9035654764825752,0.9990291469049655,Stc1,,0.7038620369312121,0.9990291469049655
Ctsw,-1.2566254,0.9041612785618623,0.9990291469049655,Cdt1,,0.703459748391472,0.9990291469049655
Mzb1,-0.88784283,0.905401245189757,0.9990291469049655,Slc12a5,,0.7032586352376,0.9990291469049655
Chil1,-2.4992924,0.905453828399055,0.9990291469049655,Parp1,,0.7031724502405633,0.9990291469049655
Tmem238,,0.9060366533410167,0.9990291469049655,Apol6,,0.7028236451789989,0.9990291469049655
Wdfy4,-1.119512,0.9061067710362403,0.9990291469049655,Trim7,2.369886,0.7026349061695708,0.9990291469049655
Pan2,,0.9063478061922456,0.9990291469049655,Guf1,,0.7025815702061259,0.9990291469049655
Aspn,,0.9064354574797728,0.9990291469049655,Zfp64,,0.7023969570258723,0.9990291469049655
Fam78a,0.99121225,0.9065494058571015,0.9990291469049655,Rsl1,,0.7018350205756225,0.9990291469049655
Igfn1,-0.86712444,0.9065537885254288,0.9990291469049655,Swt1,,0.7016668814883478,0.9990291469049655
Wdr41,,0.9074435289289455,0.9990291469049655,Arhgap11a,,0.7014085498929656,0.9990291469049655
Pmaip1,-1.4337357,0.9074654451874119,0.9990291469049655,Clec4e,,0.7011953498113397,0.9990291469049655
Cdc7,,0.9079169357610649,0.9990291469049655,Rida,,0.7009985706171806,0.9990291469049655
Pglyrp1,,0.9085350438832427,0.9990291469049655,Gkn3,,0.7004288440541091,0.9990291469049655
Cryzl2,,0.9093461207519186,0.9990291469049655,Ano5,4.161809,0.700146092710006,0.9990291469049655
Areg,-0.9198644,0.9096048084248344,0.9990291469049655,Bcl2a1d,,0.7001378976383907,0.9990291469049655
Slc7a11,-0.10655535,0.9096661933484141,0.9990291469049655,Hccs,,0.6989581722404048,0.9990291469049655
Hist1h1b,-1.1613343,0.9097801953512752,0.9990291469049655,Spc24,,0.6986469768651011,0.9990291469049655
Lck,-1.4951109,0.9102625320448775,0.9990291469049655,Gm5113,,0.698012459088134,0.9990291469049655
Pcdhga4,-3.8723998,0.9120606224251915,0.9990291469049655,Ltb4r1,,0.6977423413601329,0.9990291469049655
Bcl2,,0.9127624389053854,0.9990291469049655,Rtn4ip1,,0.6966131733625527,0.9990291469049655
Hoxd8,,0.9127843717696218,0.9990291469049655,Amz2,,0.6963187182024345,0.9990291469049655
Mucl1,-0.4439344,0.9132625246911553,0.9990291469049655,Rsph1,2.6590226,0.695456064701133,0.9990291469049655
Arg1,-1.6362716,0.9136398051282283,0.9990291469049655,Tlr7,4.028017,0.6951863108061398,0.9990291469049655
Mpzl3,-0.2537525,0.9137012247180285,0.9990291469049655,Timp1,,0.6947122914109403,0.9990291469049655
Rnasel,,0.9140741404211171,0.9990291469049655,Mx1,,0.6945978908100593,0.9990291469049655
Spon2,,0.9144119745082278,0.9990291469049655,Rhbdd3,,0.6936012659505317,0.9990291469049655
Adam11,-1.0709113,0.9149428878640713,0.9990291469049655,Rufy1,,0.6935400152971951,0.9990291469049655
Prss23,,0.9159170588183869,0.9990291469049655,Ms4a7,,0.6920746812491088,0.9990291469049655
Tinagl1,,0.9164612454076375,0.9990291469049655,Sdcbp2,,0.6920012407445879,0.9990291469049655
Lcp1,,0.9169176901634841,0.9990291469049655,Rilpl2,,0.6914178996896219,0.9990291469049655
Slco5a1,-0.891197,0.9174312232451536,0.9990291469049655,Sars2,,0.6912017428530907,0.9990291469049655
Itk,-1.5024651,0.918313527058575,0.9990291469049655,Sccpdh,,0.6906798075206617,0.9990291469049655
Slpi,0.21087514,0.9183354762014783,0.9990291469049655,Hemk1,,0.6904188949718644,0.9990291469049655
Sdc4,,0.9188534940031711,0.9990291469049655,Rin1,,0.6902884524888578,0.9990291469049655
Zfp54,-0.14490739,0.9206975641464639,0.9990291469049655,Fam131a,,0.6901376398352197,0.9990291469049655
Fmn2,,0.921769077585556,0.9990291469049655,Fgfbp1,4.055126,0.6898890296226321,0.9990291469049655
A2m,-0.8922399,0.9218569128796881,0.9990291469049655,Cd86,,0.6897341746022265,0.9990291469049655
Nadsyn1,-2.6889641,0.9223663763472163,0.9990291469049655,Fjx1,,0.6893511680159858,0.9990291469049655
Mir142hg,-1.1055443,0.9230383897752217,0.9990291469049655,Tfb1m,,0.6890782225359036,0.9990291469049655
Trpm2,-0.6687118,0.9233282949099614,0.9990291469049655,Crym,,0.6889641677554053,0.9990291469049655
Fhl3,,0.9236182102297577,0.9990291469049655,Rdh13,,0.687351865385204,0.9990291469049655
Slc25a29,0.7243842,0.9238510283643877,0.9990291469049655,Osbpl6,,0.6866072657815998,0.9990291469049655
2810004N23Rik,,0.9241804991313316,0.9990291469049655,Pclaf,,0.6860703662325189,0.9990291469049655
Gm39459,-0.42695898,0.9244133329867315,0.9990291469049655,Gm5239,,0.6857694463714099,0.9990291469049655
Tada2a,,0.9247603992377312,0.9990291469049655,Rnf157,,0.6856637295983519,0.9990291469049655
Ttc4,,0.9253403393279758,0.9990291469049655,Naa40,,0.6853872686708347,0.9990291469049655
Gm12355,-0.9915166,0.9255863865225838,0.9990291469049655,Ankrd40,,0.6846231548165745,0.9990291469049655
Klre1,-1.1619995,0.9258280469457225,0.9990291469049655,Cd200r1,,0.6844606190033707,0.9990291469049655
Il10,-0.9409137,0.9260301681924326,0.9990291469049655,Pex11g,,0.6836562820402368,0.9990291469049655
Slc6a17,0.25270277,0.9260960783274874,0.9990291469049655,Prkg1,,0.6835669334025373,0.9990291469049655
Mtf2,,0.9261488068007425,0.9990291469049655,Cbr2,,0.683315156540707,0.9990291469049655
AC153140.2,-1.287691,0.9264080598413978,0.9990291469049655,Rab4a,,0.6832826717685015,0.9990291469049655
Ddx55,,0.9270628183454156,0.9990291469049655,Hook1,2.8947082,0.6818092930388969,0.9990291469049655
St3gal5,,0.9272254170564507,0.9990291469049655,Ccdc97,,0.6815455927243135,0.9990291469049655
Calca,-0.79392433,0.9276033609256904,0.9990291469049655,Vps45,,0.6812900433877105,0.9990291469049655
Gm16365,-6.1343184,0.9276429141366885,0.9990291469049655,Clec4a2,,0.6799115201033196,0.9990291469049655
Zcchc10,,0.9276868623586014,0.9990291469049655,Isca2,,0.6798142529273341,0.9990291469049655
Polr1e,-3.180558,0.9277308108011147,0.9990291469049655,E2f2,,0.6792591215311572,0.9990291469049655
Cass4,-3.3766956,0.9278890270186732,0.9990291469049655,Asb15,2.9687643,0.6790039004836909,0.9990291469049655
Ccdc3,,0.9285746634934716,0.9990291469049655,Mme,,0.6788985818881719,0.9990291469049655
Kifc2,-0.52825683,0.9290010155078388,0.9990291469049655,Fbxo44,,0.6788013702875368,0.9990291469049655
Cdo1,-1.7319218,0.9290889256780434,0.9990291469049655,Lyrm1,,0.6787973199201253,0.9990291469049655
Dlk1,-3.0163274,0.9292911223518929,0.9990291469049655,Lmnb1,,0.6785826637248568,0.9990291469049655
Dis3l,,0.9293614527004483,0.9990291469049655,Gclc,,0.678307293965184,0.9990291469049655
Wnt6,-0.52928644,0.9299285112450936,0.9990291469049655,Cd2,,0.6779186097891288,0.9990291469049655
Crabp2,-0.40531448,0.930249420621807,0.9990291469049655,Dusp14,,0.6776069146211914,0.9990291469049655
Cysltr1,,0.930948426803058,0.9990291469049655,Nudt1,,0.676882537874451,0.9990291469049655
Adra2c,-1.4273992,0.932333407150808,0.9990291469049655,Aqp4,,0.6747233255753982,0.9990291469049655
Rasa4,,0.9324609236415864,0.9990291469049655,Gm26740,,0.6745172483472355,0.9990291469049655
Pigw,0.34416205,0.9325796474498724,0.9990291469049655,0610040J01Rik,,0.674440480718151,0.9990291469049655
