Old_names,Old_logfoldchanges,Old_pvals,Old_pvals_adj,Young_names,Young_logfoldchanges,Young_pvals,Young_pvals_adj
Icam2,,0.38921559804570915,0.8670403248439986,Rab40b,,0.048761574543724935,0.24289093599429568
Zfp865,,0.3884271524997336,0.8669910290261003,Ccl2,,0.04837670236163675,0.24213096297115885
Basp1,,0.3876214494072616,0.866447945733879,Dhrs7c,,0.04804938170926675,0.24080061460956476
Ampd3,,0.3873571578509175,0.866447945733879,Padi2,,0.04722380531004816,0.2372708266797542
Faap100,,0.38477473418161423,0.8635368747630953,2310001H17Rik,,0.0464472480245973,0.2336690601134625
Fam160b1,,0.3842425906888013,0.8633326635797751,Stau2,,0.04634889117805064,0.23348044862713224
Slfn3,,0.38420330250162193,0.8633326635797751,Avpi1,,0.04630947633442225,0.23348044862713224
D830026I12Rik,,0.38143817899610744,0.8593632042503895,Obscn,,0.04610557769256428,0.23348044862713224
Mrs2,,0.380728525088346,0.85905794383197,Rorc,,0.04602109458057888,0.23348044862713224
Sh2b1,,0.379692567606718,0.85905794383197,Atpaf1,,0.04591988698556292,0.23341615280713413
Sema7a,,0.3793056552134626,0.85905794383197,Clpp,,0.04584771068324731,0.233352327196658
Ift74,,0.37855352102728135,0.85905794383197,Akr7a5,,0.045808054468232946,0.233352327196658
Thsd4,,0.37843374388221107,0.85905794383197,Pts,,0.044170143332077486,0.22658183617529656
Cngb1,,0.37608784213866087,0.8566535898579181,Timm9,,0.043724713153739714,0.22488636962383343
Brms1l,,0.3751877385108533,0.8562593635752069,Arhgef10l,,0.04366237981339963,0.22486125603900808
Agap3,,0.3728899014200603,0.8529039423512871,Cmss1,,0.04324645057107001,0.22301265814910146
Slc28a2,,0.372193066635486,0.8519085747434458,Fmo2,,0.04279869836060175,0.22099486198337107
D5Ertd579e,,0.3718553185884209,0.851633538300222,Rxrg,,0.042789624669206515,0.22099486198337107
2610002M06Rik,,0.37086391366173654,0.8498602799016609,Syngr1,,0.0425080180591546,0.22065833247152664
Slc25a30,,0.3703703043169553,0.8498602799016609,Ramp1,,0.042425756413067735,0.2205237856583627
Specc1,,0.36864441403818227,0.8479554503645985,Gm11716,,0.04175972021456207,0.217639873395201
Bmp5,,0.36773775440979417,0.8470617214209928,Chchd4,,0.041648193630733576,0.2173480398275883
Mical2,,0.3663422220367045,0.8459371428033401,Gpc1,,0.04126780787779713,0.21565046733471022
Pard6g,,0.3655885445433762,0.8446951377466201,Dtna,,0.04114422814726368,0.2152921242892915
Vipr1,,0.3655299332186349,0.8446951377466201,Aspa,,0.041094884109965236,0.2152921242892915
Zfand2a,,0.3627205745373856,0.8415461344038692,Cog8,,0.04084128301060543,0.21456749221947607
Pdgfrb,,0.362408612532516,0.8413210613595894,Ppif,,0.040188334848304176,0.2122768456089913
Ugdh,,0.3620443838393709,0.840974313559227,Fam162a,,0.04018618400136068,0.2122768456089913
Mrrf,,0.36076993726462514,0.840008051429948,Mrln,,0.039585120933162826,0.20994060072140827
Npr2,,0.3605752361812957,0.840008051429948,Mrpl1,,0.039545853231952574,0.20994060072140827
Gm13889,,0.35933882899883407,0.8391719431392819,Tmem141,,0.03892728628621048,0.20729441976085414
Ppwd1,,0.35690865938551664,0.8354907253797321,Ebag9,,0.038452454200989576,0.20532456445112307
Golga1,,0.35662870098458344,0.8353349704689763,Maf,,0.037806584116292175,0.20242813985111843
Alpl,,0.3564757924991816,0.8353349704689763,Mef2c,,0.03780607358804362,0.20242813985111843
Plekha4,,0.3561239715281278,0.8353349704689763,Pnkp,,0.0375317509797627,0.2017847161192187
Fam60a,,0.35476489089844,0.8344650138079892,Haus7,,0.03742027033189936,0.20173958413092852
Rabl2,,0.354759139058309,0.8344650138079892,Mrpl3,,0.03741267965200305,0.20173958413092852
Dgat2,,0.35272095706279316,0.8321092684103358,Farsa,,0.037220315301577295,0.20121590343974244
Adpgk,,0.35257483819805213,0.8321092684103358,Smtnl1,,0.03696513979841276,0.20038996838086917
Gimap9,,0.35184195761577364,0.831587815282692,Hspa1a,,0.0369340985781012,0.20038996838086917
Lmnb2,,0.3514215601968802,0.8310960644172743,Gbp5,,0.036913583515507796,0.20038996838086917
Zfp790,,0.35039050670685146,0.829660280248407,Fbxo9,,0.03663434785779584,0.19970311631673107
Slc15a2,,0.3484080799230952,0.827570482182438,Rcsd1,,0.036500360641709494,0.1992502253161101
Entpd1,,0.3479874502056458,0.8274744107563169,Myom2,,0.03627403351644206,0.19856862543126463
Stxbp4,,0.346988331356782,0.8267207405102737,Gdap10,,0.03606998949664285,0.1977282057280954
Serpini1,,0.3464922904860739,0.8267207405102737,Retnla,,0.03540912496545577,0.19437772105861695
Eln,,0.345849527715025,0.8264072353337043,Pdk4,,0.03501414371728778,0.19247943610879828
Gm38287,,0.3452414446413482,0.8254581639134007,Eri3,,0.03402677613245937,0.1878431618934358
Limk2,,0.3445662831072164,0.8248516404169082,Popdc3,,0.03327104604044694,0.18419076973452522
Ubxn2a,,0.3381733891649792,0.815533361177898,Sucla2,,0.03320106695518317,0.18419076973452522
Zfp12,,0.3373149123958731,0.8144667286350692,Oard1,,0.032660622023973726,0.1815819241503312
Bik,,0.3369140275966749,0.8144667286350692,Osgepl1,,0.03234382789703899,0.1800764472105414
Prr7,,0.3361242919866163,0.8131504858443016,Fbln1,,0.03171505559409721,0.17682724728674712
Gpatch1,,0.3341745469132682,0.8118927229165313,Fbxo40,,0.031565089333083,0.17626171562801093
Unc13b,,0.3331568259351324,0.8099228675218064,Dcaf11,,0.03096182054826367,0.17361685619757022
Ascc2,,0.3330269894840654,0.8099228675218064,Fam49b,,0.03093729488877031,0.17361685619757022
Dennd4a,,0.33238657328934584,0.8099228675218064,Mllt3,,0.03072800255957987,0.17280086496867184
Cetn2,,0.3322155623734512,0.8099228675218064,Emb,,0.03043712133387524,0.171906050361887
Crispld1,,0.33182135075832564,0.8096937449302285,Casq1,,0.03020418412652468,0.1708369605075399
1500015O10Rik,,0.33024752900728815,0.8088361237974885,Ildr2,,0.030095221275466013,0.17046699865727058
E2f7,,0.330143145862248,0.8088361237974885,Cebpzos,,0.03001256855969763,0.17024520774298046
Foxo4,,0.3284786585841095,0.8080864045871808,Ampd1,,0.02991046721786446,0.16992178589283186
Slc6a2,,0.32751045289600433,0.8062112658081515,Mrto4,,0.02984492885794307,0.16992178589283186
Gm525,,0.3267541388050704,0.8049901096580808,Cmbl,,0.029703006384384556,0.16947167199487048
Eva1a,,0.3226999485662396,0.7984401633753628,Cox11,,0.029569111004187573,0.16895401528524112
Sema3d,,0.32224280468224076,0.7982647705862597,Ccdc91,,0.029261849176609254,0.16744280362170852
Col11a1,,0.3221373699776874,0.7982647705862597,Pla2g12a,,0.029227014416650796,0.16744280362170852
Esco1,,0.32137296695301676,0.7971190067516525,Fopnl,,0.029197125993490693,0.16744280362170852
Ptprz1,,0.3209224443497398,0.7965063076632097,C1qtnf4,,0.027820549968123595,0.16060417783958075
Fam189a2,,0.3185713537250249,0.7931859277860989,A430005L14Rik,,0.027661167209714895,0.15991995341037532
Pacs2,,0.3182279785645611,0.7931859277860989,Pfdn4,,0.026506701870700873,0.15347223538746038
Hic2,,0.3181877551649994,0.7931859277860989,Lbx1,,0.026305549134972357,0.152533213798936
Phlda1,,0.31798668813002995,0.7931859277860989,Ccdc115,,0.025826831544292998,0.1502024051476416
Nepn,,0.3177589128230299,0.7931859277860989,Rbm24,,0.02574998531333704,0.14997833707797792
Higd1b,,0.3171110088689456,0.7931859277860989,Zswim7,,0.025440213676222196,0.14883855953472896
Igfbp5,,0.3170494763351357,0.7931859277860989,Klhl40,,0.02467560827871499,0.14479809715575784
Adamts4,,0.3163090257009943,0.7931859277860989,Atcayos,,0.024085473868671964,0.142053402583955
Cobll1,,0.3150526000518541,0.7919819374457013,Dusp28,,0.023876935874973085,0.14116967826985596
Vtn,,0.3145280627329462,0.791171489419506,Urod,,0.023567745857088155,0.1401886888824362
Cox4i2,,0.312979117591059,0.7882884596212387,Lppos,,0.023067379378707495,0.1376306751345444
Sun2,,0.31271128678593385,0.7881210408758178,Slc25a19,,0.022985387377194223,0.13735084915166135
Cep104,,0.31064269736089534,0.7854363807949253,Apoe,,0.022887729079370485,0.13697640919977994
Shroom2,,0.31044741728262526,0.7854363807949253,As3mt,,0.02285923059185459,0.13697640919977994
Klhl23,,0.3097935560908902,0.784302702807079,Rabggtb,,0.02214028545601469,0.13352400196431666
Prx,,0.30965393768191396,0.784302702807079,Zcrb1,,0.021904302716848876,0.1323046926446705
Uggt2,,0.30863571992071126,0.784302702807079,Ankrd23,,0.02145080070619504,0.13037023907460774
Rhoh,,0.3037130708745418,0.7769496466685991,Dohh,,0.021443280798905864,0.13037023907460774
Cyp51,,0.29993493113763436,0.7708111099623776,Lrrc14b,,0.020792893906086986,0.12696316185401632
Ccnk,,0.29988078057433076,0.7708111099623776,Fbxw5,,0.02072193770684097,0.12692592204158928
AU020206,,0.2994761472241323,0.7708111099623776,Gsto1,,0.02014700785150704,0.12398646026855119
Hist1h4c,,0.29871169097753947,0.7708111099623776,Gsr,,0.019897940665798444,0.12283996808507114
Akr1c14,,0.297722669727721,0.7708111099623776,Pltp,,0.01950456176248248,0.12098392193083427
Synm,,0.2967204772363332,0.770135243967512,Fxn,,0.019294998237877836,0.12025576927237874
Prrg2,,0.2963903262247234,0.7697888101151741,Dctpp1,,0.018788049503843492,0.11728297569065936
Nck2,,0.29603230102075884,0.7693694729052125,Cfh,,0.01878497911737577,0.11728297569065936
Rnf214,,0.29593772845344357,0.7693694729052125,Crispld2,,0.018707249555238913,0.11715227961472817
Sh3tc2,,0.29586617346856847,0.7693694729052125,Fem1a,,0.018384616721161755,0.1156615542672517
Id2,,0.2958304003196647,0.7693694729052125,Cisd3,,0.017912879013980268,0.11308227171083673
Ccl21a,,0.295329880270472,0.7693694729052125,Bet1,,0.017561462755318953,0.11104291635592631
Hopx,,0.2934224061291266,0.7680618542663032,Arl2,,0.016987570393026417,0.10758794582250066
Samd12,,0.29281041450136613,0.7680618542663032,Mrps18b,,0.016964072743028073,0.10758794582250066
Mgat4a,,0.29227023952076503,0.7672338816125247,Steap4,,0.016668979335653564,0.10591296285673385
Fndc1,,0.29219928041453225,0.7672338816125247,Tspan8,,0.016666214662257442,0.10591296285673385
Cd59a,,0.291497915690771,0.7667492217833854,Prelid3b,,0.01664812855890554,0.10591296285673385
Parn,,0.2912171812565444,0.7667492217833854,Fbxo31,,0.016378650333664545,0.10491986482154343
Cxxc4,,0.289184148690697,0.7637427516703023,Stard10,,0.016340573811653367,0.10484755065378898
Slc1a1,,0.28832439333623505,0.7619862765145334,Tbx15,,0.016339585848228966,0.10484755065378898
Mfap3l,,0.28793279714188635,0.7618504437543132,Pih1d1,,0.01613962411243997,0.10389883022383231
Wwp1,,0.2874062151381629,0.7618504437543132,Hspa1b,,0.01588269859532554,0.1024133151599739
Lzts1,,0.28738616772947745,0.7618504437543132,Coa6,,0.015679802419810138,0.10127185919329519
Myh11,,0.28644500388737837,0.7618504437543132,Jsrp1,,0.015548093721521227,0.10058717161327947
Spon1,,0.2850222136698429,0.7594124876131826,Rdh14,,0.015334478590774596,0.09936945232498638
C230037L18Rik,,0.28340309350318804,0.756127953627456,Scn7a,,0.015309037854410883,0.09936945232498638
Sgcd,,0.2809725416205173,0.7527217850121183,Esrra,,0.015305073384520303,0.09936945232498638
Arhgef9,,0.28080969383669363,0.7527217850121183,Dnaja3,,0.01530227547938849,0.09936945232498638
Cd248,,0.2805852664031273,0.7527217850121183,Nhp2,,0.015147927123724314,0.09897994451128041
Gadd45b,,0.27876232071822227,0.7514295614952631,Dusp23,,0.015096936804055133,0.09881172349677557
Zufsp,,0.27810744888616257,0.7506371837803603,Stradb,,0.015067473134148272,0.09878407009557176
Sipa1l2,,0.2774022451855831,0.7498289970002571,Me1,,0.015042652569637261,0.09878407009557176
Kif1c,,0.27702810157430957,0.7496525664271411,Neurl2,,0.014999761378149979,0.09867069921693952
Pcdhga7,,0.27589798460072645,0.7483469935739733,Srl,,0.014881285027679856,0.09805614410494774
Tnfrsf10b,,0.2727876498198134,0.7435173129489899,Tatdn1,,0.014627747245184456,0.09654806529115001
Gkap1,,0.27273202470896885,0.7435173129489899,Mgp,,0.014495631398823922,0.09599983298645826
Adrb2,,0.2710355738329985,0.7413230160603466,Prkca,,0.01449296429062045,0.09599983298645826
Slc5a3,,0.26897969041855185,0.7381103772829274,Gbp7,,0.014321627376486274,0.09516952385665073
Cdh2,,0.2649380355343336,0.7314065565823771,4933434E20Rik,,0.01426958941048227,0.0949849880146728
Mall,,0.26185913144591266,0.7258616433989392,Gpd1,,0.013964291260739614,0.09327002729442807
Arc,,0.2613350868419013,0.724922416654289,Rangrf,,0.013915544982452007,0.09310332147233702
Fam98b,,0.25775219916966396,0.7170164232765207,Mrpl16,,0.01349480938206288,0.0904429519201954
Pde5a,,0.2576521943485375,0.7170164232765207,Cyb5r4,,0.013478958382427136,0.0904429519201954
Atxn1,,0.25621788851726146,0.7142712362226221,Cacna1s,,0.013478333022745202,0.0904429519201954
Sox11,,0.2521773019947984,0.7055196283113945,Sypl2,,0.013478124575215265,0.0904429519201954
Cwc27,,0.2520467439302826,0.7055196283113945,Cmc2,,0.013408039788216575,0.0904429519201954
Myo1d,,0.2520192640282447,0.7055196283113945,Nme2,,0.013222240997244396,0.08938143568776263
Atp2c1,,0.25167594150467754,0.7055196283113945,Ifrd2,,0.012819721205643179,0.08741531149631951
Gipc3,,0.251198122898861,0.7055196283113945,Mrpl44,,0.012261836583388579,0.08419794453926825
Ptn,,0.2509720088405959,0.7055196283113945,Myh1,,0.012174691200014536,0.08374646987145323
Gucy1b1,,0.24711365092679727,0.7003705070013764,Pfkfb3,,0.011980993557448305,0.0825591703941068
Nrros,,0.24612799474099056,0.699089239053873,Plpp7,,0.011786885541715099,0.0813648501063014
Mum1l1,,0.24596361179779658,0.699089239053873,Camk2b,,0.011569689947312757,0.08000665451198256
Lama5,,0.24412464499727737,0.6969393585115563,Mrps23,,0.011441047928911034,0.07939762693928686
Fzd5,,0.24386496349958842,0.6969393585115563,Ctxn3,,0.01137684550001978,0.07909231489711799
Mphosph9,,0.2434981587502163,0.696675287535341,Il6,,0.01130279293845163,0.07885763201622047
Pmp22,,0.24180116872733692,0.6933404940650526,Plscr2,,0.011275178251111746,0.07880544227652032
Gnai1,,0.23801396637472794,0.6859339774033018,Hddc2,,0.011259171422891515,0.07880544227652032
Elovl6,,0.23767316224284252,0.6859339774033018,Vgll2,,0.011078114794019864,0.07784513699065304
Tspan18,,0.23729538321129873,0.6854421622797219,Dnajc2,,0.010319457964412507,0.07320360306509363
Cdh11,,0.23595026116853646,0.6830690253059554,Snrpn,,0.010096606560110482,0.07224518843925488
Kif16b,,0.23497439362531625,0.6812516864070279,B230118H07Rik,,0.009924980021949144,0.07127774643286046
Pccb,,0.2302174094976911,0.6709388985658696,Dusp13,,0.00991640382298434,0.07127774643286046
Hpgd,,0.22988241055922587,0.6704618144029881,Polr2l,,0.00981935256565689,0.0707789059704992
Kcna2,,0.2293462765782439,0.6693969623618544,Pyurf,,0.009485693974646735,0.0685000114700504
Hmgn5,,0.22639433430827005,0.6647467550506894,Mfn2,,0.00945476201352581,0.06840284384646954
Heyl,,0.22632428082889477,0.6647467550506894,Pde4dip,,0.009447157125687434,0.06840284384646954
Myl9,,0.22498563405561722,0.6620942834690697,Gadd45a,,0.00943378577359423,0.06840284384646954
Tes,,0.22491589206669116,0.6620942834690697,1500011K16Rik,,0.00932231151364541,0.06782068264759876
Zim1,,0.2228727952528664,0.6573655769553272,Sms,,0.009309698179195124,0.06782068264759876
Cachd1,,0.21973749809440846,0.6510617468141671,Tcea3,,0.009217069775977551,0.06730524459547786
Gm26722,,0.21798437965156348,0.6483213236749388,Gsdme,,0.009163811767335082,0.0670414191726159
Cwc25,,0.21794925484256367,0.6483213236749388,Mss51,,0.00910759064463972,0.06675488723430686
Plcl1,,0.2173506934742706,0.6479136437610779,Ighm,,0.009044216536102559,0.06641475332515087
Igkc,,0.21637079165377515,0.6454842061988384,Sgcg,,0.00898705145456162,0.06611902141570335
Rgcc,,0.21536949182507747,0.6429871784922603,Cuedc2,,0.008985015825432981,0.06611902141570335
Cyr61,,0.21395126831396405,0.6402790986496669,Ppp1r3c,,0.008981672471456186,0.06611902141570335
Trim25,,0.21157356729219656,0.6360206930734695,Zbtb8os,,0.008860613246944928,0.06568265198587585
Fam71a,,0.21124613824058236,0.635524508127317,Glrx2,,0.008691349091895922,0.06455017143392912
Pik3r6,,0.21002053695188372,0.6333739998993013,Hdac3,,0.008527339112052734,0.06374319178098208
Nol4l,,0.2080459200930287,0.6307449506151156,Stbd1,,0.00826705626206459,0.0622254965571554
Cish,,0.2074890667600734,0.6295443467433545,Usp13,,0.008227867054542426,0.06204984903945868
Ahr,,0.2072080579178398,0.6295443467433545,Ak6,,0.008116205421080809,0.06132592281488472
Mgat5,,0.20602924941961365,0.6280362011124361,Tesk1,,0.008071050085138972,0.06114470156467968
Rnd1,,0.2034778026949059,0.622196968553017,2310061I04Rik,,0.007787523169334342,0.05930032234391948
Plekhg3,,0.2017688243791551,0.6198769062951438,Iigp1,,0.007769631921558215,0.05927941392003675
E130307A14Rik,,0.20085789477343885,0.6175630794526626,Txlnb,,0.007584735134257876,0.05809521196768166
Gpr4,,0.1995465495564086,0.6149804684754199,Lmod3,,0.007473899543733573,0.05735851532190825
Fam212a,,0.1975325942693399,0.6106971358374379,Plac8,,0.00710279841209203,0.0547841232850556
Terf2,,0.19626206217749864,0.6082103811264684,Pla1a,,0.00709620488060631,0.0547841232850556
Abcc9,,0.19490035711841092,0.6059094501679589,Grhpr,,0.007085502111906588,0.0547841232850556
Crybb3,,0.1924675290272767,0.6000224776789262,Pabpc4,,0.006943869241430211,0.05414004822899969
3632451O06Rik,,0.19205638516969015,0.5999271281358078,Wars,,0.006910239644785407,0.05398538516904208
Vps33a,,0.1911083239035497,0.5983983838067949,Tceal7,,0.006802518095693427,0.05325011165308814
Fam43a,,0.18680524187563674,0.5901176083141583,Phyh,,0.006766910102161401,0.053171366290056046
Sned1,,0.1865634809863712,0.5898299390796905,Rbp1,,0.006381105613917273,0.05025281161543703
Klhl3,,0.18605856073964122,0.5891854423421973,Ethe1,,0.006362196175295801,0.050204910947797915
Fem1c,,0.18139520033362144,0.5767512705977208,Mllt11,,0.0063014320113392265,0.04992673055138003
Pi15,,0.18137894109781194,0.5767512705977208,Mtx2,,0.006109905009069541,0.04860603293800443
Ccm2l,,0.17877350086359767,0.5716662437746088,Mt2,,0.006033593797772694,0.048194869641800656
Impdh1,,0.17837528467052588,0.5708592511859676,Isca1,,0.005874400621919782,0.04701923115377102
Cdk2,,0.17797416637108965,0.5705085071060155,Cotl1,,0.005735598814171256,0.04600232327595553
Wdr7,,0.17683687925207447,0.5677929002400488,Glrx5,,0.0054836072232463595,0.04425327561193041
Notch3,,0.17638171439347383,0.5672621447297096,Smtnl2,,0.00534286445334636,0.043206552624788536
Ap1b1,,0.1736655517196366,0.5603073594384962,Smyd1,,0.005278319763980866,0.04286170862286537
Abcg1,,0.17352043050302102,0.5603073594384962,Syngr2,,0.005263912613938886,0.04283358413920332
Plvap,,0.17346974686804728,0.5603073594384962,0610009B22Rik,,0.00522456526020174,0.042601975892561685
Pparg,,0.17173399956527613,0.5568905338015665,Rab28,,0.005164406771471376,0.042199348859162766
Cdh23,,0.17106202817316774,0.5558625195757563,Pkia,,0.0050018200421944,0.0410421879353226
Palld,,0.16965695672119185,0.5524437010039476,2310002L09Rik,,0.004940927720756178,0.04062771239294051
Kcnq1ot1,,0.16704261374757912,0.5460352051954401,Pno1,,0.004828548327822139,0.03978723822125442
Kank4,,0.1668863817655033,0.5460352051954401,Ddit4,,0.004483946217599333,0.03734077765039104
Zbtb6,,0.1663793862691315,0.5449447011358834,Gys1,,0.004483323955810444,0.03734077765039104
Kalrn,,0.16561178256317233,0.5437957356982018,Icam1,,0.004481224399880466,0.03734077765039104
Fgfr4,,0.16456446180230477,0.5417201879682262,Pdk2,,0.004430409011754631,0.03713388519869562
Zfp952,,0.16290947027949088,0.5390913950736028,Med29,,0.004387737738010352,0.036932484960371006
Tfrc,,0.15935501196455792,0.5326349417841842,Cops5,,0.004374408255296905,0.036899642050069154
Hotairm1,,0.159107595750127,0.5322625040735018,Mybph,,0.004346119833781901,0.0367402009274781
Gm26526,,0.15906011201948134,0.5322625040735018,Ldhb,,0.004276309203702303,0.03622829918461215
Serf1,,0.1589635402900862,0.5322625040735018,Nudt19,,0.004152409505441193,0.03533158870499311
