0_names,0_logfoldchanges,0_pvals,0_pvals_adj,1_names,1_logfoldchanges,1_pvals,1_pvals_adj,2_names,2_logfoldchanges,2_pvals,2_pvals_adj,3_names,3_logfoldchanges,3_pvals,3_pvals_adj,4_names,4_logfoldchanges,4_pvals,4_pvals_adj,5_names,5_logfoldchanges,5_pvals,5_pvals_adj,6_names,6_logfoldchanges,6_pvals,6_pvals_adj,7_names,7_logfoldchanges,7_pvals,7_pvals_adj,8_names,8_logfoldchanges,8_pvals,8_pvals_adj,9_names,9_logfoldchanges,9_pvals,9_pvals_adj,10_names,10_logfoldchanges,10_pvals,10_pvals_adj,11_names,11_logfoldchanges,11_pvals,11_pvals_adj,12_names,12_logfoldchanges,12_pvals,12_pvals_adj,13_names,13_logfoldchanges,13_pvals,13_pvals_adj,14_names,14_logfoldchanges,14_pvals,14_pvals_adj,15_names,15_logfoldchanges,15_pvals,15_pvals_adj,16_names,16_logfoldchanges,16_pvals,16_pvals_adj,17_names,17_logfoldchanges,17_pvals,17_pvals_adj
Icam2,,0.0,0.0,Hk2,,4.9862143913526076e-144,2.9569762314778947e-142,Cstb,,1.5284184548797174e-71,8.928701242386886e-70,Bmp2,,2.4931415630780904e-81,1.4564412056548722e-79,Fabp3,,2.358526206180558e-217,1.3778017270135376e-215,Ptp4a3,,1.767914750800891e-16,1.769723359241608e-15,Dab2,,3.5027762841592555e-120,2.077252481242322e-118,Sema3a,,0.17825282053424774,0.3243521801817971,Sox17,,1.4446862961995268e-59,8.567427520189315e-58,Cpe,,1.8185869384776686e-37,1.0784771632123628e-35,Cfh,,1.2213615033152751e-13,5.829766980458521e-12,Cpm,,1.839394716450527e-17,1.0587339588510829e-15,Inhba,,1.9492485762165356e-20,1.1387102876584358e-18,Rapgef5,,7.014599578320906e-30,4.159870113567883e-28,Nr4a1,,5.711207588684587e-18,3.1933809288730677e-16,Fos,,3.6893621145554076e-10,2.1235534288779213e-08,Dgat1,,2.214199583317104e-25,1.2934891297168873e-23,Tagln,,1.4429762640404433e-11,8.557286511294386e-10
Pkp4,,3.0947595676631265e-306,1.8078938728109665e-304,Myc,,9.366522535630994e-142,5.471726746934285e-140,Col5a3,,6.104900195401012e-71,3.5139087301175823e-69,Crlf1,,2.8218918810441674e-76,1.6242477680010106e-74,Pdlim3,,1.422835407773302e-215,8.189673214742212e-214,Sar1b,,8.42700166687726e-16,8.025130054539561e-15,Zeb2,,4.2342614852176026e-120,2.473567082558462e-118,Cda,,0.17886855229634102,0.32532133535682095,Ednra,,7.5898245704703715e-59,4.4338169207195566e-57,Mag,,4.322684009806178e-37,2.525221673788266e-35,S1pr3,,1.3786090227090842e-13,6.501055078172718e-12,Cog7,,2.0993436822985887e-17,1.190845097466185e-15,Gas2,,6.595579586480871e-20,3.7963380149244305e-18,Tcf15,,1.0482477497119919e-29,6.123644316974233e-28,Hcls1,,6.5568918235345605e-18,3.6146020559597566e-16,Cebpb,,4.903014800453144e-10,2.7812173810106675e-08,Ccr1,,3.0096543938543414e-25,1.7323216614038077e-23,Slco2a1,,1.5490109247145383e-11,9.048998148257765e-10
Bmp6,,6.363705911423586e-306,3.662874255487046e-304,Slc4a4,,4.273105559358637e-141,2.4595492881367216e-139,Spock2,,9.41699942809103e-70,5.341758806021491e-68,Spon1,,5.351424159436174e-73,3.0355759652222003e-71,Ptp4a3,,4.755827472768286e-214,2.6977259026688504e-212,Asb2,,1.6406578805459792e-15,1.5180933674839156e-14,Pepd,,6.199891835389257e-120,3.5685848005461102e-118,Cracr2b,,0.1832276132462859,0.33170808429508,Plxdc1,,1.4702303898243726e-58,8.462473155547933e-57,Fut8,,5.4364182120195114e-37,3.129138364977113e-35,Itga7,,1.417736726909471e-13,6.605978034671035e-12,Tbc1d1,,2.625274308366482e-17,1.4679033775637731e-15,Tsc22d3,,2.0875796719880716e-19,1.1841720052407699e-17,Gadd45g,,1.5292425928467e-29,8.80214045353233e-28,S100a4,,9.484791462800356e-18,5.156038025750082e-16,Gfra2,,5.527599432468342e-10,3.090717739811585e-08,Hcls1,,5.028176339998721e-25,2.852214810834057e-23,Amigo2,,2.32876160080617e-11,1.340407780228728e-09
Afap1l1,,7.556244924287231e-298,4.2862525556029306e-296,Zeb2,,5.272388285705487e-140,2.99074315221033e-138,Ctsb,,1.371167543541045e-68,7.666785379170929e-67,Fbln7,,3.541463111279536e-72,1.9801838025068723e-70,Ank1,,5.642518134148582e-213,3.1549737110082217e-211,Ddit4l,,4.603523736930985e-15,4.104371732653275e-14,Clec4a2,,1.3965689090286956e-119,7.921986536142485e-118,Gm14964,,0.18789816087962197,0.33800431011712095,Tbc1d1,,2.1101327358101505e-58,1.1969651489798446e-56,Zfp536,,2.7239099369466285e-36,1.545128042494073e-34,Man2a2,,1.9033533837383653e-13,8.764382522296426e-12,Aoc3,,1.1972876195688426e-16,6.508588531933958e-15,Fzd1,,6.130194679691025e-19,3.3793777431423484e-17,Gbp7,,1.8359246303996762e-29,1.0414215946933815e-27,P2ry10,,1.1010064137467615e-17,5.903204251239486e-16,Gas7,,6.304727528024773e-10,3.4755920485477415e-08,Slfn4,,1.540204912928943e-24,8.611945756005548e-23,Adgrl4,,2.8391598397762713e-11,1.6105031323020762e-09
Plxna2,,7.7522119277322105e-295,4.334593926449125e-293,Ifi27l2a,,9.217730706059493e-138,5.154028283359551e-136,C3,,9.17835139021698e-66,4.9894537974040637e-64,Sorl1,,8.590427160717557e-72,4.735624212260355e-70,Myh4,,6.706472568372953e-213,3.697061075015738e-211,Tmem38a,,1.0836804838083154e-14,9.383905782357845e-14,Tmem176a,,2.793297999170095e-119,1.5618526241073935e-117,Hhex,,0.19812704918470636,0.35296735116474315,Mecom,,2.7184619884170132e-58,1.5200086032377414e-56,Shc4,,4.0347317049796066e-36,2.255991413327169e-34,Vgll2,,4.573917613577001e-13,2.034353811311407e-11,Enpep,,1.281785466036594e-16,6.872477142557848e-15,Cyr61,,8.045249826754811e-19,4.330424880741869e-17,Csrp1,,1.9429105402974028e-29,1.0863645506748622e-27,Trbc2,,1.5860746116350475e-17,8.277194706586101e-16,Ifrd1,,7.061615409213987e-10,3.838772598842159e-08,Arhgdib,,2.43308595445959e-24,1.341281468416174e-22,Ctnnal1,,3.04710897570406e-11,1.7037692187008132e-09
Iigp1,,8.201148801184991e-294,4.5210276630757825e-292,Abca6,,3.906597806327428e-136,2.1535808188683881e-134,Pdgfrb,,5.566355897717564e-64,2.904895597822206e-62,Kcnq1ot1,,3.579906978489769e-70,1.919418618329994e-68,Vdac3,,1.264711845424017e-210,6.875114115263337e-209,Cacng1,,1.406267729385716e-14,1.2070464677227396e-13,Arhgap30,,3.773841396876301e-119,2.0803965108977243e-117,Ralgps2,,0.2043057873831723,0.36216161767107624,Aspn,,2.9093325228271405e-58,1.6038207738514687e-56,Retreg1,,5.03316351391653e-36,2.774619999080183e-34,2010111I01Rik,,9.116569594309235e-13,4.0092419541714994e-11,Cacna1c,,1.4554095419225884e-16,7.697936414979745e-15,Nrep,,8.076673896120501e-19,4.330424880741869e-17,Sncg,,2.3587294675024963e-29,1.300291145887996e-27,Traf1,,2.0995437074479918e-17,1.0812650093357158e-15,Fam213a,,8.770457549399151e-10,4.702406965527162e-08,Il1b,,3.282975428193176e-24,1.784661920270568e-22,Gbp4,,3.6120589487783914e-11,1.9912110881012146e-09
Sox7,,8.585825819198784e-292,4.6673503133811166e-290,Cmah,,6.202684976746576e-136,3.3718484720814025e-134,Wnt5a,,1.365170079549136e-62,7.03062590967805e-61,Tnfaip2,,1.2300099413651683e-69,6.505755284463877e-68,Pgk1,,7.167517970368681e-209,3.842967854249729e-207,Cmya5,,2.7025697506399588e-14,2.2699266103014592e-13,Cd86,,7.171774487414678e-118,3.898656297741812e-116,Snca,,0.20873219005587818,0.3683843280447593,Rasl11a,,3.09008201523799e-58,1.6798029177279852e-56,Syt11,,5.5985588763197044e-36,3.0434388113771283e-34,Tagln,,1.4240364058754148e-12,6.142622477280051e-11,Gm13889,,1.7482992967525023e-16,9.003741378275387e-15,Sema3b,,2.3791248574546344e-18,1.2583641475780323e-16,Eva1a,,2.701099342251781e-29,1.468347614662982e-27,Runx3,,1.1313761492261766e-16,5.67718749752725e-15,Gfpt2,,9.461308966297227e-10,5.0042653100118036e-08,Plek,,1.0442692018649505e-23,5.598999528903311e-22,Neurl3,,4.1242293494041276e-11,2.2419768991066325e-09
Shank3,,2.709682064487883e-280,1.4528350137541883e-278,Col6a3,,1.2026393730548661e-134,6.448123981009242e-133,Phlda1,,1.0442136995790971e-60,5.3078602859124495e-59,Fibin,,2.3395744278009873e-69,1.2209459080550753e-67,Pdlim7,,3.114854624431305e-207,1.647505540543801e-205,Hspb6,,6.881039787434297e-14,5.65806506891131e-13,H2-DMb1,,1.3910346866330114e-117,7.45823255271453e-116,Rgs7bp,,0.20935284415622546,0.3687700414165016,Adap2,,8.111586235620048e-58,4.349143633728338e-56,Aspa,,1.0083023630035607e-35,5.4061581490355305e-34,Pde3a,,1.435813550005096e-12,6.142622477280051e-11,Arhgdib,,3.550406162687704e-16,1.8047129507480095e-14,Lhfpl2,,1.2792544484014861e-17,6.6760025480578885e-16,Rflnb,,3.646505677000559e-29,1.9551264684630396e-27,Id2,,1.5024939605042082e-16,7.43878139058421e-15,Bgn,,1.3648580301232632e-09,7.122739106536603e-08,Fam49b,,5.93258985501923e-23,3.1378590125061172e-21,Rasal2,,4.271452495087104e-11,2.2902006939412226e-09
Cracr2b,,3.4759506368069136e-273,1.8384960530354406e-271,Uchl1,,7.283499427094577e-130,3.852380642925429e-128,Clec11a,,2.6114159593669084e-60,1.3103951365336e-58,Vtn,,5.672229933864127e-68,2.921198415940026e-66,Ndufs7,,1.0872764548095658e-205,5.674133392166187e-204,Trim63,,1.466804184058022e-13,1.1812904478195674e-12,F13a1,,1.1199109980743593e-116,5.923421143868977e-115,Gimap4,,0.2120628901685394,0.37237063800792425,Slc12a2,,3.096616118214408e-57,1.637858849552864e-55,Kif1a,,1.249420885842988e-35,6.608423442147913e-34,Sbsn,,1.4438458556713455e-12,6.142622477280051e-11,Lmod1,,1.1544775018916346e-15,5.71977840810615e-14,Tgfb3,,1.4999608927131e-17,7.724798597472466e-16,Unc45b,,4.1273513696839796e-29,2.18303422445177e-27,Slfn2,,2.968811344415574e-16,1.4345589632151306e-14,Scd2,,1.4686032120487604e-09,7.563306542051117e-08,Rab11fip1,,7.281507525514114e-23,3.799976060648299e-21,Pqlc1,,4.8326749622191557e-11,2.556093216503483e-09
Fmo2,,4.4199644794061673e-268,2.2762817068941763e-266,Abca8b,,2.6985649121433526e-125,1.4082910754838776e-123,Itgbl1,,4.004143126456792e-59,1.9590270246189857e-57,Mt2,,1.4040159591337547e-67,7.136777226038332e-66,Tmem38a,,1.4641513903368256e-204,7.540379660234653e-203,Cisd1,,1.6355887829661905e-13,1.3118226427314897e-12,Hcls1,,1.4557795615815708e-116,7.597228272040358e-115,Col23a1,,0.22203720773293534,0.3867273458822476,Cd93,,4.416582976942581e-57,2.3048674362337682e-55,Ctnnal1,,3.6472840592389874e-35,1.9033959743815194e-33,Hsph1,,2.5913225546810254e-12,1.090584567636724e-10,Fam162a,,1.6544454690498645e-15,8.094374457326463e-14,Ncam1,,5.604955673686105e-17,2.8490644814035604e-15,Ifi47,,5.915471693356613e-29,3.0870874943730375e-27,Stap1,,3.4208417740064747e-16,1.632826183348944e-14,Etv1,,1.883513652836855e-09,9.451374919491603e-08,Nfam1,,1.2009758676245988e-22,6.185025718266685e-21,Ggta1,,7.711039575183634e-11,4.024134519635833e-09
Gata2,,7.899967551312059e-267,4.015645843614987e-265,Tnfsf9,,8.191071890826993e-125,4.2184020237759016e-123,Icam1,,4.593560415873887e-59,2.2196537614481967e-57,Serpine2,,3.6914404077544086e-64,1.828898450120349e-62,2310040G24Rik,,1.0677794058574122e-203,5.427647525358327e-202,Cystm1,,5.852604130327673e-13,4.4653201883240766e-12,Slfn2,,3.2972347577604004e-116,1.6980759002466062e-114,Srgn,,0.23664954250081072,0.40678362290214015,Iigp1,,5.877138647115531e-57,3.0267264032644985e-55,Mboat2,,6.162586625492771e-35,3.1737321121287774e-33,Prkab2,,3.759323395784581e-12,1.565318273521367e-10,Pcp4l1,,4.1449929830211935e-15,1.954638859704211e-13,Grem2,,5.803330400825328e-17,2.912081434465427e-15,Aqp7,,6.057693404831239e-29,3.1197121034880883e-27,Cd48,,4.638799604905143e-16,2.1875014040480396e-14,F3,,2.480596972101152e-09,1.2289944998485962e-07,Mmp8,,1.6367277502827853e-22,8.31967846052834e-21,Ifi47,,9.860726194550697e-11,5.07827399019361e-09
Cd38,,1.8015796503490124e-260,9.040234296751327e-259,Ildr2,,1.3685645611091016e-123,6.956573626209122e-122,Nov,,5.553643982891437e-59,2.650849091345986e-57,Phlda1,,1.4099263919387865e-63,6.898064872560513e-62,Cystm1,,8.597349652042618e-202,4.259497030138584e-200,Klhl31,,6.221922508122759e-13,4.728661106173297e-12,Ifi27l2a,,3.547488655750507e-116,1.803229947871102e-114,Hbb-bt,,0.26088835416718825,0.43693496714179497,Cdc42ep3,,1.1090768313767804e-56,5.637567166245089e-55,Cuedc2,,8.689580222322614e-35,4.417015193528664e-33,Nav2,,4.520179839468424e-12,1.8623140938609908e-10,Rbpms2,,6.715529760956426e-15,3.0923039393392294e-13,Ndufa4l2,,7.214186441150972e-17,3.574218446919609e-15,Slc6a6,,8.126586190026913e-29,4.130838746463031e-27,Il7r,,4.876029754185004e-16,2.2719976735571554e-14,Vtn,,2.6382198880458108e-09,1.290749080226413e-07,Cytip,,4.904804375080834e-22,2.4612056825726134e-20,Adamts4,,1.1488175759966749e-10,5.839574016170111e-09
Gm12002,,4.853901447437921e-260,2.4048316791483578e-258,Ctsb,,1.5576451329720573e-122,7.717244367661561e-121,Adamts5,,1.30221361632077e-56,5.858464476183326e-55,Col4a4,,4.162437252249293e-62,2.0113307907782389e-60,Ddit4l,,9.931627747560083e-201,4.859048875493771e-199,Pdlim7,,9.367948599114835e-13,6.9575238741813035e-12,Nckap1l,,3.9953665914676723e-116,2.0048544665390344e-114,Ctnnal1,,0.2645009073734972,0.44185085422956377,S1pr3,,2.5343275603432357e-56,1.2717125732286441e-54,Snca,,1.9454304487768597e-34,9.762070226298242e-33,Acta2,,7.76918020054689e-12,3.071572859084902e-10,Tbx2,,8.912904191689984e-15,4.056407791427279e-13,Meox1,,1.4451398282580476e-16,7.013396353139689e-15,Kif26a,,1.7792701378584682e-28,8.928286307151339e-27,Nr4a3,,7.07367278631225e-16,3.2572182688971935e-14,Trf,,3.357885900339823e-09,1.6225636313493909e-07,Ncf4,,1.0806453185828437e-21,5.353981996118039e-20,Sox7,,1.182369505763596e-10,5.933069545588096e-09
Apol10b,,1.4527046702795549e-257,7.107357599342722e-256,Plau,,8.733761905104426e-117,4.220240011923299e-115,C2,,6.022998031573675e-56,2.6487656511886926e-54,Sox9,,6.962622986209082e-62,3.323378825368579e-60,Fitm1,,7.740286583374866e-200,3.740182924361633e-198,Nrap,,2.2434195551170506e-12,1.5964989343142064e-11,Csf2ra,,1.991320089358181e-114,9.865856746516355e-113,Cldn11,,0.2648467498240379,0.44223983737682776,Arhgdib,,2.6945105970857407e-56,1.334976516075138e-54,Vwa1,,6.884746193995043e-34,3.410999570037544e-32,Cxcr4,,1.0193864208952067e-11,3.911645540572391e-10,Arap2,,1.868702380709186e-14,8.407012779420406e-13,Pmp22,,1.4514182539711672e-16,7.013396353139689e-15,Ptprr,,2.2005423036130845e-28,1.090243364093875e-26,Sorl1,,7.602433146973126e-16,3.459991085727072e-14,Steap4,,6.326761223915983e-09,3.0198711500496534e-07,Ccl6,,1.6187062891141576e-21,7.850735058879412e-20,Upp1,,1.2649525486463162e-10,6.267119335951496e-09
Rassf9,,1.944131740143147e-257,9.394236581383058e-256,Osr2,,1.3036305139232872e-116,6.222451014019203e-115,Gfpt2,,9.026460322426622e-56,3.925507300219755e-54,AW112010,,1.0190321237196874e-61,4.8054117255889835e-60,Ndufs6,,1.461178862036372e-197,6.974456178061416e-196,Ppp1r27,,8.28688295503691e-12,5.6128481843017786e-11,Syk,,4.083824784532629e-113,1.9980112758325887e-111,Pgm5,,0.26834639322351395,0.4468404332410806,Pear1,,2.842828726043896e-56,1.390853954216976e-54,Ugt8a,,1.0432672897025815e-33,5.10418521486988e-32,Sox4,,1.6888948190496848e-11,6.356090694000448e-10,Plxdc1,,1.96104590649017e-14,8.722197361366507e-13,Ggta1,,3.0609048763187326e-16,1.461022156818478e-14,Nos3,,2.853950138085407e-28,1.3962951050582854e-26,Mir142hg,,1.0898501582161324e-15,4.903073010641313e-14,Ntrk2,,6.517631776631853e-09,3.0734952739442257e-07,Arg2,,1.6247050070751978e-21,7.850735058879412e-20,Gcnt2,,1.355867754403068e-10,6.63358298841701e-09
Fam43a,,2.299917701145896e-253,1.0977899856445167e-251,Prelp,,1.941122962027808e-114,9.153681052261254e-113,Fbn1,,7.4051251619926e-53,3.150397813482504e-51,Cebpb,,2.5024675181307235e-61,1.166030698329006e-59,Ndufv2,,1.3811485868824003e-195,6.435494725068708e-194,2310065F04Rik,,8.366047248545718e-12,5.655390143490145e-11,Fcrls,,1.5125059435975568e-112,7.308578102766466e-111,Mall,,0.28352338411202616,0.4652255234172847,Mgll,,1.1884897375590362e-55,5.742899793587737e-54,Cyp2j9,,2.972776399310096e-33,1.4364749169011995e-31,Cp,,5.444877287423774e-11,1.9199324056735722e-09,Map3k20,,2.910483962945868e-14,1.2799589023561942e-12,Dpp4,,9.336640492890053e-16,4.4028446854423695e-14,Prom1,,3.690039773865344e-28,1.783063663569007e-26,Arl4c,,1.1253296466211375e-15,5.005159360085378e-14,Tgfbi,,8.698615519047776e-09,4.0531406120896423e-07,Fcgr3,,2.0086580900424414e-21,9.587668005397703e-20,Abcb1a,,1.8628569848972726e-10,9.001508936898673e-09
Cdc42ep3,,1.019723924679116e-252,4.808674025535013e-251,Sfrp4,,4.772494329000781e-114,2.2237550956796495e-112,Aspn,,1.3646432992432723e-51,5.622330392882282e-50,Zeb2,,9.14253005354599e-61,4.209866191715178e-59,Xirp2,,9.270855442583124e-195,4.2689562590906293e-193,Klhl41,,8.92571921776051e-12,6.01295439213677e-11,Aif1,,2.258167726991749e-111,1.0778620101763056e-109,Cyyr1,,0.3099136343996496,0.4981507871438038,Slc4a8,,2.859160446635067e-55,1.3647260961133722e-53,Rasal2,,1.0587569914551595e-32,5.053627883604262e-31,Nrbp2,,7.936463998135905e-11,2.7735107222057083e-09,Tnfrsf21,,8.830856764159147e-14,3.8404414861021e-12,Hopx,,1.8519343646480723e-15,8.629132265753041e-14,Wars,,3.9449105633848846e-28,1.8829731640351755e-26,Chd7,,2.360457004843115e-15,9.934224426834358e-14,Phlda1,,1.1914617528400773e-08,5.48633094190125e-07,Emb,,4.495665426645938e-21,2.1200041542038797e-19,Cd59a,,2.442930873259748e-10,1.1660526143827628e-08
9930111J21Rik2,,1.4718738409181115e-251,6.858231206373201e-250,Mustn1,,1.543020805476821e-113,7.105156979572091e-112,Klf5,,3.364562375401797e-49,1.3038512017151123e-47,Tnfaip6,,5.652187761720926e-59,2.572402662718105e-57,Mdh2,,1.1709908061472196e-194,5.329369785186299e-193,Ccng1,,1.7156906757811585e-11,1.1229453687303435e-10,C1qc,,4.158209891309195e-111,1.9608715077812277e-109,Gucy1a1,,0.31362288523953463,0.501233145295034,Tcf15,,6.226583904485799e-55,2.9362469159225807e-53,Dlgap1,,5.171716235402662e-32,2.438806909080243e-30,Erfe,,1.4229791276302177e-10,4.885561671530414e-09,Hopx,,9.098219225082525e-13,3.788343622018405e-11,Edil3,,1.2641836997848288e-14,5.821194118773906e-13,Plcb1,,2.3975950753458647e-27,1.1306249548076765e-25,Sla,,3.013994171386674e-15,1.2549758709369618e-13,Cdkn2b,,1.4666708453167487e-08,6.675057777406691e-07,Cd14,,5.2994376774918544e-21,2.4692856035360855e-19,Net1,,2.8295693352644936e-10,1.334329443159666e-08
Lnx1,,1.4341982692357154e-249,6.604061206810107e-248,Fst,,1.841181081324922e-112,8.379514828262494e-111,Hmcn1,,7.369153145600268e-49,2.800278195328102e-47,Il33,,7.61259940365175e-59,3.4247947202175804e-57,Chchd3,,2.5045161447315896e-194,1.1267443897102807e-192,Mylk2,,1.5611935105957605e-10,9.133798804890593e-10,C3ar1,,6.215606750004474e-109,2.8961767642282754e-107,Spint2,,0.31765778035137804,0.5052062382345769,Nrarp,,7.65496010670606e-55,3.56684688781518e-53,Hcn1,,4.950488375745381e-31,2.3066918455556454e-29,Mapre3,,6.26452908124194e-10,2.0432805686650795e-08,Olfr558,,1.490935459153193e-12,6.142654091711155e-11,Hpgd,,2.0060192654262815e-14,9.129720238230775e-13,Myct1,,2.5232582752189422e-27,1.1757182010960642e-25,Cd84,,3.833930789945394e-15,1.579579485457502e-13,Trib1,,1.516743753158804e-08,6.823603505590298e-07,Rnf149,,5.6113828683881816e-21,2.5838767702201584e-19,Cxcl10,,3.049910815521312e-10,1.4211132061845733e-08
Lmo7,,2.61122617463208e-249,1.188411540408135e-247,Scd2,,2.0217222613998676e-111,9.09542635760814e-110,Eln,,1.0287725113957087e-48,3.8717457784642345e-47,Ackr3,,6.767039574633402e-58,3.0097946471721746e-56,Neb,,6.957250718793695e-191,3.0943953765180143e-189,Txlnb,,1.9850487425130835e-10,1.1408929189715431e-09,Prkcd,,4.047137544752459e-107,1.8635878059013088e-105,Mrc1,,0.34240837853460604,0.5365037604421329,Acta2,,1.370213573134686e-54,6.309430500293131e-53,Slc36a2,,1.1999126461483812e-30,5.525244820029135e-29,Zfp106,,6.604259285061785e-10,2.1106287815771995e-08,Egflam,,2.3432717238609143e-12,9.214160989844491e-11,Pcolce2,,2.716324905585718e-14,1.2220339862600575e-12,Emcn,,3.544552450644732e-27,1.6321621519792331e-25,Ramp1,,7.1020715556229875e-15,2.836480415174324e-13,Tec,,2.3240783653564666e-08,1.0336866729551375e-06,Ncf1,,1.2816358904404467e-20,5.765888362280354e-19,Isg15,,3.12242746282459e-10,1.437786010528876e-08
Dll4,,2.9225497748165162e-248,1.314811473405959e-246,Tacc2,,4.54711539901505e-107,2.0224329172437394e-105,Cxcl1,,1.4871999032016992e-48,5.491415491633444e-47,Cspg4,,2.1751109653206944e-57,9.565600357601346e-56,Asb2,,1.877500710923691e-189,8.16504198061703e-188,Mlf1,,2.363919873105161e-10,1.3507127566910365e-09,Selplg,,6.693329054683282e-107,3.0462430139570193e-105,Piezo2,,0.34647911837085243,0.5407174120029969,Podxl,,2.23866232271441e-54,1.0188516664074653e-52,Mlip,,2.096184883977813e-30,9.430422569987541e-29,Npm3,,6.632788455135298e-10,2.1106287815771995e-08,Tagln,,6.165410219904489e-12,2.320328423144824e-10,Col13a1,,3.61396996278554e-14,1.6073952766298414e-12,Adgrl4,,3.746550209896134e-27,1.7051159908759848e-25,Nkg7,,9.017383482133417e-15,3.5294038949070196e-13,Plxdc1,,2.644393676714343e-08,1.1575616723287812e-06,Lst1,,1.5376944441050654e-20,6.839245516167302e-19,Rflnb,,3.303889662018479e-10,1.5036539694349216e-08
H2-Q6,,1.0538127844546531e-243,4.687071861767628e-242,Prkca,,7.567804149955528e-107,3.328133195834375e-105,Matn2,,4.4506623769801133e-48,1.612953013287052e-46,Pdgfrl,,4.716855577684393e-55,2.0067144272887733e-53,Coq10a,,3.6304451203351295e-188,1.5614903517573294e-186,Pde4dip,,2.650026109200831e-10,1.5097819783714777e-09,C1qa,,1.4641916290577678e-105,6.58717935187598e-104,Slc16a12,,0.3522066390403986,0.5470855869201399,Dtx3,,2.2888358934288793e-54,1.029713067457544e-52,Dhh,,3.7948546559430554e-30,1.6878478549274e-28,Dot1l,,1.067255107884609e-09,3.315267057349492e-08,Ednrb,,1.029943083400971e-11,3.839235455648953e-10,Fos,,3.8665244930040216e-14,1.7004018950132294e-12,Fxyd5,,6.1902576621959226e-27,2.7849044241189473e-25,Ptpn6,,1.1603503217142343e-14,4.4525599599897183e-13,Atp1a2,,2.6617411985076727e-08,1.1575616723287812e-06,Cd300lf,,1.562870013983637e-20,6.873115994080849e-19,Nos3,,3.632112077134716e-10,1.618224032991991e-08
Ier5l,,1.2876818740397312e-239,5.599985394435009e-238,Dact2,,9.800931853554821e-104,4.262316363868174e-102,Sdc4,,9.578121900318439e-48,3.4080699198042156e-46,Gem,,8.74977630374598e-55,3.6824327368668563e-53,Bola3,,1.0892975886665031e-187,4.634250828305102e-186,Hfe2,,4.252190378020159e-10,2.3573757988060768e-09,Sema4a,,2.0355414664560445e-104,9.053533295123816e-103,Gmfg,,0.36006505648788045,0.5568133666904639,Map3k20,,2.9211439147432124e-54,1.2992451457164697e-52,Gldn,,1.7099686833132428e-29,7.520019580323632e-28,Unc93b1,,1.4924872261384384e-09,4.5283682194618977e-08,Mark1,,5.84652027661704e-11,2.0802982147890085e-09,Kank1,,4.203388163671554e-14,1.828006808067829e-12,Prdm16,,1.0684299960346066e-26,4.752085232363012e-25,Fam105a,,1.844873340203443e-14,6.812107786373845e-13,Nipal1,,3.0516518525268695e-08,1.3125456429439745e-06,Cd24a,,2.4516092721575794e-20,1.0661776323583072e-18,Robo4,,3.6383166812287993e-10,1.618224032991991e-08
Rapgef5,,6.718591533665928e-239,2.8897326662382905e-237,Pygl,,2.85801930753498e-100,1.2292623702958146e-98,Thbs2,,4.1326835207096477e-47,1.4314445398281026e-45,Dnm3os,,5.474539581367522e-53,2.2795050980289873e-51,Pgm2,,8.300273766372092e-187,3.49325500232047e-185,Ppp1r3a,,4.6257536383987723e-10,2.5428651321197748e-09,Inpp5d,,2.895950890896574e-104,1.2735676165133921e-102,Tie1,,0.36806228893286996,0.5658384888628154,Id1,,2.271316958648881e-53,9.988690535001932e-52,Slc12a2,,6.136692104602044e-29,2.6687792108236e-27,Msc,,1.7034495241723988e-09,5.089543082145624e-08,Gprc5c,,7.757990648971057e-11,2.7355653513579022e-09,Igfbp5,,8.528111604313049e-14,3.668025144975964e-12,Pcp4l1,,1.1982841450854859e-26,5.269757465016395e-25,Pde7a,,2.1043323190028267e-14,7.626256200534318e-13,Cldn1,,6.175384685745731e-08,2.6272234413053035e-06,Pilra,,3.6248376489110284e-20,1.559078522839315e-18,Foxc1,,3.7554435277095416e-10,1.651551232298331e-08
Trp53i11,,6.463946437853333e-238,2.749987647582385e-236,Scn7a,,3.1129346844806687e-100,1.324350690767102e-98,Fos,,6.384896423202059e-47,2.19214777196604e-45,Pappa,,2.672335530547545e-52,1.1010022385855884e-50,Trdn,,6.779416421253085e-186,2.822833603487721e-184,Fitm1,,2.3142637271751336e-09,1.165673723399149e-08,Ncf1,,5.674522599079519e-103,2.467786828088582e-101,Chp2,,0.3695308246744555,0.5669712456980867,Cyyr1,,2.8061888832547756e-53,1.2203803654510212e-51,Kank4,,9.011288340607105e-29,3.875844237927056e-27,Slco2a1,,1.757172325152023e-09,5.210282182306831e-08,Rasal2,,8.52559441065663e-11,2.953024471089385e-09,Pdgfrb,,1.4336803499871529e-13,6.099374880271431e-12,Vwf,,2.3466481441849898e-26,1.0205312040377832e-24,Smc4,,2.540197040754044e-14,9.12140478670764e-13,Col9a2,,7.682919496872807e-08,3.2334351516946415e-06,Itgal,,4.2706924680289335e-20,1.816901121724483e-18,Prss23,,3.965954892303815e-10,1.724749716497459e-08
